,ID,Location,SearchType,PropertyType,TITLE,AGENT_ID,AGENT_BRANCH,AGENT_NAME,AGENT_SELLER_TYPE,BATHROOMS,BEDROOMS,BER,CATEGORY,MONTHLY_PRICE,PRICE,LATITUDE,LONGITUDE,PUBLISH_DATE,BATHROOM,BEDROOM
2085,5390223,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"15 Mountjoy Square North, Dublin 1",9650,Sherry FitzGerald Dublin City Centre,Michael O'Neill,BRANDED_AGENT,5 Bath,5 Bed,,Buy,1800000,"€1,800,000",53.357622,-6.257558,2023-09-07 14:04:34,,
2086,5390112,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Stirrup Lane, Smithfield, Dublin 7",5210,Jim Payne Property Consultants Ltd,Jim Payne,UNBRANDED_AGENT,1 Bath,1 Bed,D2,Buy,285000,"€285,000",53.349743,-6.274242,2023-08-24 14:20:47,,
2087,5390123,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"4 James Street North, North Strand, Dublin 3",9917,DNG Fairview,Colum Butterly,BRANDED_AGENT,1 Bath,3 Bed,G,Buy,325000,"€325,000",53.357747,-6.238681,2023-09-07 04:03:48,,
2088,5390046,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13 Creighton Street, Dublin 2",9650,Sherry FitzGerald Dublin City Centre,Michael O'Neill,BRANDED_AGENT,3 Bath,3 Bed,D1,Buy,975000,"€975,000",53.346029,-6.246604,2023-09-07 14:04:35,,
2089,5389744,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"35 Belton Park Gardens, Donnycarney, Dublin 9",9391,Quillsen Fairview,Declan Cassidy,BRANDED_AGENT,2 Bath,3 Bed,C3,Buy,535000,"€535,000",53.376083,-6.226702,2023-09-07 11:09:49,,
2090,5389558,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"5 Hampton, Grace Park Road, Drumcondra, Dublin 9",8505,Gallagher Quigley,Rory Gallagher,BRANDED_AGENT,4 Bath,5 Bed,A1,Buy,1200000,"€1,200,000",53.372094,-6.244907,2023-08-24 09:45:39,,
2091,5389374,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"75 Glentow Road, Whitehall, Dublin 9",8806,BidX1,Patrick Garland,BRANDED_AGENT,1 Bath,3 Bed,F,Buy,215000,"AMV: €215,000",53.385909,-6.248274,2023-09-07 10:01:51,,
2092,5389142,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"153 Ballymun Road, Glasnevin, Dublin 9",2655,Sherry FitzGerald Drumcondra,Martin Doyle,BRANDED_AGENT,3 Bath,4 Bed,C2,Buy,695000,"€695,000",53.387376,-6.265675,2023-09-07 14:05:21,,
2093,5389105,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"28 St. Pappin Road, Glasnevin, Dublin 11",11,KELLY BRADSHAW DALTON,Lyndsay Byrne,BRANDED_AGENT,3 Bath,3 Bed,E2,Buy,495000,"€495,000",53.385895,-6.268579,2023-09-07 08:25:12,,
2094,5378558,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"22 Ormond Square, Smithfield, Dublin 7",1087,The Property Shop,Sales,BRANDED_AGENT,2 Bath,2 Bed,D2,Buy,425000,"€425,000",53.346597,-6.271134,2023-08-30 17:02:27,,
2095,5386270,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"134 The Stiles Road, Clontarf, Clontarf, Dublin 3",453,Delaney Estates,Aisling Delaney,BRANDED_AGENT,2 Bath,4 Bed,D2,Buy,925000,"€925,000",53.363772,-6.212925,2023-09-07 08:07:53,,
2096,5388989,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"1 Innisfallen Parade, Phibsborough, D07 Y525, Dublin 7",841,Mason Estates Phibsboro,Siobhan Foley,BRANDED_AGENT,2 Bath,3 Bed,B2,Buy,525000,"€525,000",53.360886,-6.261017,2023-09-07 08:15:58,,
2097,5388504,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"9 Delvin Road, Cabra, Dublin 7",12250,Sherry FitzGerald Phibsborough,Elizabeth Ryan,BRANDED_AGENT,2 Bath,2 Bed,G,Buy,395000,"€395,000",53.364277,-6.286022,2023-09-07 14:07:03,,
2098,5388370,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"7 Elm Mount Lawn, Beaumont, Dublin 9",2646,Sherry FitzGerald Killester,Geraldine Hennessy,BRANDED_AGENT,1 Bath,3 Bed,G,Buy,360000,"€360,000",53.383742,-6.22621,2023-09-07 14:06:10,,
2099,5388305,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"100 Shanard Road, Santry, Santry, Dublin 9",9172,Smith & Butler Estates,Danny Butler,BRANDED_AGENT,2 Bath,3 Bed,C1,Buy,445000,"€445,000",53.390884,-6.260105,2023-09-07 08:40:00,,
2100,5387371,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Pembroke Cottages, Ringsend, Dublin 4",10185,Sherry FitzGerald Sandymount,Darryl McLoughlin,BRANDED_AGENT,2 Bath,2 Bed,C1,Buy,475000,"€475,000",53.343156,-6.226023,2023-09-07 14:07:19,,
2101,5387344,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"22 Church Avenue, Drumcondra, Dublin 9",3658,MoveHome Estate & Letting Agent,Nigel Kennedy MIPAV,BRANDED_AGENT,1 Bath,2 Bed,C3,Buy,495000,"€495,000",53.371217,-6.252237,2023-09-06 13:56:49,,
2102,5387289,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13 Saint Pappin Green, Glasnevin, Dublin 11",1313,Morton & Flanagan Ltd.,Joseph Morton,BRANDED_AGENT,1 Bath,3 Bed,G,Buy,465000,"€465,000",53.38751,-6.272934,2023-08-23 11:04:32,,
2103,5387087,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"60 Shandon Park, Phibsborough, Phibsborough, Dublin 7",8505,Gallagher Quigley,Peter Quigley,BRANDED_AGENT,1 Bath,3 Bed,E1,Buy,575000,"€575,000",53.365551,-6.278905,2023-08-22 14:05:38,,
2104,5386648,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13 Ostman Place, Stoneybatter, Dublin 7",9556,Leonard Wilson Keenan Estates & Letting Agents,Leonard Wilson Keenan,BRANDED_AGENT,1 Bath,2 Bed,SI_666,Buy,250000,"€250,000",53.352698,-6.286484,2023-09-06 08:31:46,,
2105,5386608,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"37 Glengarriff Parade, Phibsborough, Dublin 7",9918,DNG Phibsboro,Harry Angel,BRANDED_AGENT,2 Bath,3 Bed,C1,Buy,450000,"€450,000",53.361669,-6.265179,2023-09-07 04:05:04,,
2106,5386561,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"83 Glentow Road, Whitehall, Dublin 9",8806,BidX1,Isabelle Crean,BRANDED_AGENT,1 Bath,3 Bed,D2,Buy,295000,"AMV: €295,000",53.386326,-6.248177,2023-09-07 10:01:50,,
2107,5386316,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"27 Fairview Avenue Upper, Marino, Dublin 3",11,KELLY BRADSHAW DALTON,Sharon Beckett,BRANDED_AGENT,1 Bath,3 Bed,E1,Buy,495000,"€495,000",53.365779,-6.23489,2023-09-07 08:25:12,,
2108,5384757,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"25 Ellenfield Road, Whitehall, Whitehall, Dublin 9",12124,Aidan Daly Auctioneers Ltd,Aidan Daly MIPAV MMCEPI,UNBRANDED_AGENT,1 Bath,3 Bed,F,Buy,295000,"€295,000",53.385259,-6.237207,2023-08-21 17:48:12,,
2109,5385649,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"106 Collins Park, Collins Avenue, Beaumont, Dublin 9",11,KELLY BRADSHAW DALTON,Sharon Beckett,BRANDED_AGENT,1 Bath,3 Bed,C2,Buy,500000,"€500,000",53.379557,-6.22617,2023-09-07 08:25:12,,
2110,5385267,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"3 The Court, High Park, Drumcondra, Dublin 9",841,Mason Estates Phibsboro,Fiona McGowan,BRANDED_AGENT,1 Bath,2 Bed,D2,Buy,340000,"€340,000",53.380787,-6.240627,2023-09-07 08:15:58,,
2111,5384335,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Grantham Street, Portobello, Dublin 8",12120,Mullery O'Gara Estate Agents,Pat Mullery,BRANDED_AGENT,2 Bath,4 Bed,SI_666,Buy,1250000,"€1,250,000",53.334262,-6.266428,2023-08-21 11:49:37,,
2112,5385079,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"12 The Court, High Park, Grace Park Road, Whitehall, Dublin 9",8030,1st Class Letting & Property Management,Stephen,BRANDED_AGENT,1 Bath,2 Bed,D1,Buy,330000,"€330,000",53.380598,-6.240076,2023-09-06 09:37:56,,
2113,5384890,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"71 Church Road, East Wall, East Wall, Dublin 3",1063,Property Partners Kavanagh / Dublinlets.ie,Victor Duggan,UNBRANDED_AGENT,2 Bath,2 Bed,E2,Buy,375000,"€375,000",53.352754,-6.237472,2023-09-07 12:18:09,,
2114,5384740,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"122 Saint Attracta Road, Cabra, Dublin 7",11062,Auctioneera.ie,Auctioneera Dublin Office,BRANDED_AGENT,1 Bath,2 Bed,G,Buy,350000,"€350,000",53.36642,-6.284672,2023-09-07 06:47:52,,
2115,5384695,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"29 Pearse Square, Dublin 2",6498,Owen Reilly,Owen Reilly Sales,UNBRANDED_AGENT,2 Bath,3 Bed,D2,Buy,950000,"€950,000",53.34415,-6.242023,2023-09-07 07:34:28,,
2116,5383517,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"27 Glasnevin Downs, Glasnevin, Dublin 11",9918,DNG Phibsboro,Isabel O'Neill,BRANDED_AGENT,2 Bath,3 Bed,,Buy,485000,"€485,000",53.379266,-6.285087,2023-09-07 04:05:07,,
2117,5383260,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"65 Saint Jarlath Road, Cabra, Dublin 7",9556,Leonard Wilson Keenan Estates & Letting Agents,Richard Todd,BRANDED_AGENT,1 Bath,3 Bed,,Buy,350000,"€350,000",53.36508,-6.285224,2023-09-07 13:15:52,,
2118,5383258,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"93 Fitzroy Avenue, Drumcondra, Dublin 3",9556,Leonard Wilson Keenan Estates & Letting Agents,Richard Todd,BRANDED_AGENT,1 Bath,2 Bed,G,Buy,399000,"€399,000",53.361735,-6.253244,2023-09-06 13:54:28,,
2119,5382864,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"157 Charlemont, Drumcondra, Dublin 9",2655,Sherry FitzGerald Drumcondra,Jason Kavanagh,BRANDED_AGENT,2 Bath,3 Bed,C1,Buy,585000,"€585,000",53.37459,-6.229267,2023-09-07 14:05:22,,
2120,5373047,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"53 Bayview Avenue, North Strand, North Strand, Dublin 3",9924,iMOVE,Shane Doyle,BRANDED_AGENT,2 Bath,3 Bed,SI_666,Buy,575000,"€575,000",53.358225,-6.243442,2023-09-07 08:04:11,,
2121,5382485,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"9 Thorndale Lawn, Artane, Dublin 5",12163,Keller Williams Ireland,Team Castles,BRANDED_AGENT,2 Bath,4 Bed,E2,Buy,500000,"€500,000",53.379916,-6.21873,2023-09-07 04:05:36,,
2122,5381996,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"30 Cooleen Avenue, Beaumont, Beaumont, Dublin 9",3112,O'Connell Properties,Jim O'Connell,UNBRANDED_AGENT,1 Bath,3 Bed,D2,Buy,395000,"€395,000",53.389681,-6.233608,2023-08-17 13:51:28,,
2123,5381880,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"4 Strandville Avenue, North Strand, Dublin 3",9917,DNG Fairview,Colum Butterly,BRANDED_AGENT,1 Bath,3 Bed,E2,Buy,345000,"€345,000",53.357561,-6.241332,2023-09-07 04:03:48,,
2124,5381870,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"16 Shanliss Way, Santry, Santry, Dublin 9",9172,Smith & Butler Estates,Smith & Butler Sales,BRANDED_AGENT,1 Bath,3 Bed,E1,Buy,395000,"€395,000",53.394827,-6.25362,2023-09-07 08:40:00,,
2125,5381387,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"23A Beneavin Road, Glasnevin, Dublin 11",9918,DNG Phibsboro,Isabel O'Neill,BRANDED_AGENT,3 Bath,2 Bed,C1,Buy,375000,"€375,000",53.389469,-6.285014,2023-09-07 04:03:38,,
2126,5380663,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"124 Shelmartin Avenue, Marino, Marino, Dublin 3",1063,Property Partners Kavanagh / Dublinlets.ie,Victor Duggan,UNBRANDED_AGENT,2 Bath,3 Bed,E2,Buy,495000,"€495,000",53.365081,-6.238051,2023-09-07 12:18:09,,
2127,5380625,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Avondale Road, Phibsborough, Dublin 7",11,KELLY BRADSHAW DALTON,Lyndsay Byrne,BRANDED_AGENT,2 Bath,3 Bed,F,Buy,525000,"€525,000",53.359998,-6.276386,2023-09-07 08:25:12,,
2128,5380280,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"180 Botanic Avenue Glasnevin Dublin 9, Glasnevin, Dublin 9",10661,Lisney Sotheby's International Realty (Howth Road),Barry Connolly,BRANDED_AGENT,1 Bath,3 Bed,C3,Buy,750000,"€750,000",53.371426,-6.266239,2023-09-07 04:01:40,,
2129,5368810,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"38 Bargy Road, East Wall, East Wall, Dublin 3",1331,EARNEST,Ken Lundy,BRANDED_AGENT,1 Bath,3 Bed,D2,Buy,315000,"€315,000",53.355297,-6.232502,2023-08-16 10:27:42,,
2130,5379539,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"106 Larkhill Road, Whitehall, Dublin 9",9115,Casey Kennedy Estate Agents,Phil Thompson,BRANDED_AGENT,2 Bath,4 Bed,B3,Buy,420000,"€420,000",53.388021,-6.247433,2023-09-07 13:12:57,,
2131,5378023,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"10 Dargle Road, Drumcondra, Drumcondra, Dublin 9",2013,Felicity Fox Auctioneers,Emer Costello,BRANDED_AGENT,3 Bath,3 Bed,B2,Buy,650000,"€650,000",53.366166,-6.258436,2023-09-06 15:01:17,,
2132,5379039,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"521 Griffith Avenue, Glasnevin, Dublin 11",9556,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,BRANDED_AGENT,3 Bath,4 Bed,E2,Buy,765000,"€765,000",53.379712,-6.273434,2023-08-31 03:14:46,,
2133,5378760,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"1-6 Windsor Mews, Fairview Avenue, D03D0D3, Fairview, Dublin 3",9917,DNG Fairview,Wayne O'Brien,BRANDED_AGENT,6 Bath,9 Bed,C2,Buy,1800000,"€1,800,000",53.364229,-6.23693,2023-09-07 04:03:34,,
2134,5378595,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"18 Sion Hill Park, Drumcondra, Dublin 9",8505,Gallagher Quigley,Peter Quigley,BRANDED_AGENT,3 Bath,4 Bed,A2,Buy,795000,"€795,000",53.376527,-6.23701,2023-08-15 08:08:13,,
2135,5378369,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"24 Saint Benedict's Gardens, Dublin 1",1524,Brant Higgins Estate Agents,Sue Brant Licence No. 004160-001611.,BRANDED_AGENT,1 Bath,2 Bed,F,Buy,295000,"€295,000",53.360238,-6.262325,2023-09-06 16:40:41,,
2136,5377959,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"84 Iveragh Road, Whitehall, Whitehall, Dublin 9",12083,Janus Estates,Mary Conway,UNBRANDED_AGENT,2 Bath,4 Bed,E1,Buy,545000,"€545,000",53.381862,-6.250739,2023-08-29 09:46:47,,
2137,5377829,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13A Carlingford Parade, Dublin 2",6498,Owen Reilly,Owen Reilly Sales,UNBRANDED_AGENT,3 Bath,2 Bed,B2,Buy,450000,"€450,000",53.340649,-6.242095,2023-09-07 07:34:28,,
2138,5377812,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"15 Foster Terrace, Dublin 3",9556,Leonard Wilson Keenan Estates & Letting Agents,Richard Todd,BRANDED_AGENT,1 Bath,3 Bed,C3,Buy,449000,"€449,000",53.359954,-6.247322,2023-08-31 03:14:46,,
2139,5370171,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"2 Shandon Crescent, Phibsborough, Phibsborough, Dublin 7",607,PropertyTeam Lappin Estates,Paul Lappin,BRANDED_AGENT,1 Bath,3 Bed,G,Buy,550000,"€550,000",53.363856,-6.280449,2023-09-07 09:21:38,,
2140,5374160,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"1 St Malachys Road, Botanic Avenue, Glasnevin, Dublin 9",9918,DNG Phibsboro,Michelle Keeley,BRANDED_AGENT,1 Bath,2 Bed,E1,Buy,475000,"€475,000",53.371251,-6.264849,2023-09-07 04:03:38,,
2141,5373810,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"22 Shanowen Grove, Santry, Dublin 9",2655,Sherry FitzGerald Drumcondra,Jason Kavanagh,BRANDED_AGENT,,4 Bed,E2,Buy,495000,"€495,000",53.389582,-6.259492,2023-09-07 14:05:23,,
2142,5373193,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"59 Ferndale Avenue, Glasnevin, Glasnevin, Dublin 11",3658,MoveHome Estate & Letting Agent,Ronan Crinion MIPAV,BRANDED_AGENT,2 Bath,4 Bed,D2,Buy,495000,"€495,000",53.387025,-6.282015,2023-09-06 13:56:49,,
2143,5372936,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"4 St Joseph`s Terrace, Dublin 1",9556,Leonard Wilson Keenan Estates & Letting Agents,Patrick Leonard,BRANDED_AGENT,1 Bath,2 Bed,G,Buy,324950,"€324,950",53.358609,-6.252625,2023-08-31 03:14:46,,
2144,5372666,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"Santry Cottage, 3 Santry Villas, Santry, Dublin 9",9172,Smith & Butler Estates,Oisin McCormack,BRANDED_AGENT,3 Bath,4 Bed,C3,Buy,475000,"€475,000",53.397844,-6.243981,2023-09-07 08:40:00,,
2145,5372159,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"48 St Mobhi Road, Glasnevin, Dublin 9",2655,Sherry FitzGerald Drumcondra,Martin Doyle,BRANDED_AGENT,1 Bath,4 Bed,G,Buy,575000,"€575,000",53.376922,-6.264544,2023-09-07 14:05:21,,
2146,5371857,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"26 Ballymun Road, Glasnevin, Ballymun, Dublin 9",9172,Smith & Butler Estates,Oisin McCormack,BRANDED_AGENT,3 Bath,5 Bed,E1,Buy,610000,"€610,000",53.377758,-6.268084,2023-09-07 08:40:00,,
2147,5371099,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"301 Saint Attracta Road, Cabra, Dublin 7",9556,Leonard Wilson Keenan Estates & Letting Agents,Desmond Keany,BRANDED_AGENT,2 Bath,2 Bed,E1,Buy,349950,"€349,950",53.366677,-6.288833,2023-08-31 03:14:46,,
2148,5371033,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"68 Saint Jarlath Road, Cabra, Cabra, Dublin 7",8366,Property Partners OBrien Swaine,Office,BRANDED_AGENT,1 Bath,2 Bed,E2,Buy,340000,"€340,000",53.365397,-6.286242,2023-09-01 10:31:16,,
2149,5370709,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"63 Claremont Court, Glasnevin, Dublin 11",11,KELLY BRADSHAW DALTON,Lyndsay Byrne,BRANDED_AGENT,3 Bath,4 Bed,D1,Buy,575000,"€575,000",53.370577,-6.284171,2023-09-07 08:25:12,,
2150,5370099,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"1B John Dillon Street, Dublin 8",9777,Hibernian Estates,Sales Department 2,UNBRANDED_AGENT,1 Bath,3 Bed,D2,Buy,375000,"€375,000",53.342365,-6.273163,2023-09-06 09:28:26,,
2151,5369693,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"17 Merville Avenue, Fairview, Dublin 3",10986,Stanley Estate Agents,John Kirby,BRANDED_AGENT,1 Bath,3 Bed,E2,Buy,435000,"€435,000",53.36451,-6.234012,2023-08-31 09:18:24,,
2152,5368556,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"25 College Manor, Drumcondra, Dublin 9",11,KELLY BRADSHAW DALTON,Lyndsay Byrne,BRANDED_AGENT,1 Bath,2 Bed,D1,Buy,425000,"€425,000",53.368607,-6.257033,2023-09-07 08:25:12,,
2153,5348939,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"13A Synnott Row, North Circular Road, Phibsborough, Dublin 7",12854,C2 Capital Limited,C2 Capital Limited,UNBRANDED_AGENT,2 Bath,6 Bed,F,Buy,620000,"€620,000",53.359633,-6.263136,2023-08-21 14:25:11,,
2154,5366580,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"19 Ossory Road, North Strand, North Strand, Dublin 3",9172,Smith & Butler Estates,Oisin McCormack,BRANDED_AGENT,1 Bath,2 Bed,E2,Buy,300000,"€300,000",53.355764,-6.24245,2023-09-07 08:40:00,,
2155,5366576,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"64 Shantalla Drive, Beaumont, Dublin 9",9172,Smith & Butler Estates,Smith & Butler Sales,BRANDED_AGENT,2 Bath,3 Bed,D2,Buy,450000,"€450,000",53.385844,-6.235293,2023-09-07 08:40:00,,
2156,5366577,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"21 Ossory Road, East Wall, Dublin 3",9172,Smith & Butler Estates,Danny Butler,BRANDED_AGENT,1 Bath,2 Bed,E2,Buy,300000,"€300,000",53.355686,-6.242363,2023-09-07 01:38:10,,
2157,5365835,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"43 Munster Street, Dublin 7",9918,DNG Phibsboro,Vincent Mullen,BRANDED_AGENT,1 Bath,4 Bed,G,Buy,649000,"€649,000",53.363698,-6.275105,2023-09-07 09:22:56,,
2158,5365793,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"28 All Hallows Square, Drumcondra, Drumcondra, Dublin 9",3658,MoveHome Estate & Letting Agent,Ronan Crinion MIPAV,BRANDED_AGENT,4 Bath,4 Bed,C2,Buy,695000,"€695,000",53.371718,-6.251262,2023-09-06 13:56:49,,
2159,5365593,Location.ALL_HALLOWS_COLLEGE_DUBLIN,SearchType.RESIDENTIAL_SALE,PropertyType.HOUSE,"19 John Dillon Street, Dublin 8",9923,Sherry FitzGerald Rathmines,Paige Lowe,BRANDED_AGENT,1 Bath,2 Bed,F,Buy,385000,"€385,000",53.341957,-6.273817,2023-09-07 14:07:17,,
